Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,name,platform,meta_score,user_score
13300,Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05,Grand Ages: Medieval,PC,63.0,5.5
13303,Company of Heroes,PC,2006.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,Company of Heroes,PC,93.0,8.7
13308,Silent Hunter: Wolves of the Pacific,PC,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,Silent Hunter: Wolves of the Pacific,PC,79.0,7.1
13311,The Dark Spire,DS,2008.0,Role-Playing,Success,0.04,0.0,0.0,0.0,0.05,The Dark Spire,DS,69.0,7.8
13330,Pool Party,Wii,2007.0,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,Pool Party,Wii,32.0,1.6
13331,Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,Microsoft Train Simulator,PC,84.0,7.7
13337,Wing Island,Wii,2006.0,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,Wing Island,Wii,47.0,4.9
13340,Supreme Commander,PC,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,Supreme Commander,PC,86.0,8.4
13342,F1 2015,PC,2015.0,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05,F1 2015,PC,61.0,4.0
13346,Wonder World Amusement Park,Wii,2008.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,Wonder World Amusement Park,Wii,37.0,4.5
13347,Bubble Bobble Revolution,DS,2005.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,Bubble Bobble Revolution,DS,38.0,6.2
13350,Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,Ys: The Ark of Napishtim,PSP,64.0,7.6
13360,FIFA Manager 12,PC,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,FIFA Manager 12,PC,72.0,4.5
13364,TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.05,TMNT,DS,42.0,3.6
13370,Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05,Mafia,PC,88.0,9.1
13379,B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,B-Boy,PSP,50.0,8.1
13387,Professor Heinz Wolff's Gravity,DS,2008.0,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05,Professor Heinz Wolff's Gravity,DS,53.0,
13388,Fantastic Four: Rise of the Silver Surfer,Wii,2007.0,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,Fantastic Four: Rise of the Silver Surfer,Wii,39.0,5.9
13395,Lux-Pain,DS,2008.0,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.05,Lux-Pain,DS,48.0,6.2
13396,Ford Bold Moves Street Racing,PSP,2006.0,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.05,Ford Bold Moves Street Racing,PSP,52.0,7.3
13401,March of the Penguins,DS,2006.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,March of the Penguins,DS,34.0,7.4
13405,City Life: World Edition,PC,2007.0,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.01,0.05,City Life: World Edition,PC,75.0,7.5
13408,Wolfenstein,PC,2009.0,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,Wolfenstein,PC,74.0,7.6
13426,Fantastic Four: Rise of the Silver Surfer,DS,2007.0,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.05,Fantastic Four: Rise of the Silver Surfer,DS,35.0,4.8
13430,Tropico 3,PC,2009.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05,Tropico 3,PC,79.0,8.1
13431,Looney Tunes: Cartoon Conductor,DS,2008.0,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.05,Looney Tunes: Cartoon Conductor,DS,67.0,
13444,Secret Files: Tunguska,PC,2006.0,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05,Secret Files: Tunguska,PC,66.0,7.4
13467,Runaway: A Twist of Fate,PC,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,Runaway: A Twist of Fate,PC,79.0,8.0
13484,Bionicle Heroes,Wii,2007.0,Shooter,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,Bionicle Heroes,Wii,52.0,6.0
13485,Tom Clancy's HAWX,PC,2009.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,Tom Clancy's HAWX,PC,70.0,7.2
13491,Front Mission,DS,2007.0,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,Front Mission,DS,72.0,7.3
13496,Praetorians,PC,2003.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,Praetorians,PC,78.0,7.9
13501,Resident Evil 6,PC,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04,Resident Evil 6,PC,69.0,6.2
13505,Heatseeker,PSP,2007.0,Action,Codemasters,0.04,0.0,0.0,0.0,0.04,Heatseeker,PSP,49.0,7.5
13506,IL-2 Sturmovik: 1946,PC,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,IL-2 Sturmovik: 1946,PC,86.0,8.7
13520,Dead Head Fred,PSP,2007.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,Dead Head Fred,PSP,75.0,7.5
13537,Top Gun,DS,2006.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,Top Gun,DS,48.0,
13539,Split/Second,PC,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,Split/Second,PC,79.0,7.9
13551,Castle of Shikigami III,Wii,2007.0,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,Castle of Shikigami III,Wii,67.0,7.7
13560,Corpse Party: Book of Shadows,PSP,2011.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,Corpse Party: Book of Shadows,PSP,67.0,8.4
13564,Life is Strange,PC,2016.0,Adventure,Square Enix,0.01,0.03,0.0,0.0,0.04,Life is Strange,PC,83.0,8.6
13565,Need for Speed: ProStreet,PC,2007.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,Need for Speed: ProStreet,PC,70.0,6.8
13568,Pro Evolution Soccer 2016,PC,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,Pro Evolution Soccer 2016,PC,76.0,4.3
13576,The Kore Gang,Wii,2010.0,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,The Kore Gang,Wii,70.0,8.4
13586,Metal Gear Solid: Digital Graphic Novel,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,Metal Gear Solid: Digital Graphic Novel,PSP,78.0,7.6
13587,Max & the Magic Marker,Wii,2011.0,Platform,Unknown,0.0,0.04,0.0,0.0,0.04,Max & the Magic Marker,Wii,76.0,8.4
13592,SPRay,Wii,2008.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,SPRay,Wii,42.0,4.7
13597,LEGO Indiana Jones: The Original Adventures,PC,2008.0,Action,LucasArts,0.02,0.02,0.0,0.01,0.04,LEGO Indiana Jones: The Original Adventures,PC,78.0,7.7
13618,The Sims 2: Pets,PC,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,The Sims 2: Pets,PC,76.0,7.7
13625,Port Royale 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,Port Royale 2,PC,75.0,7.9
13629,Pocket Pool,PSP,2007.0,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,Pocket Pool,PSP,37.0,6.3
13632,Black & White,PC,2001.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04,Black & White,PC,90.0,7.8
13635,Company of Heroes: Tales of Valor,PC,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,Company of Heroes: Tales of Valor,PC,70.0,7.1
13640,Devil May Cry 4,PC,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04,Devil May Cry 4,PC,78.0,8.5
13648,Guilty Gear XX Accent Core,Wii,2007.0,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,Guilty Gear XX Accent Core,Wii,75.0,8.3
13650,World Poker Tour,PSP,2006.0,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,World Poker Tour,PSP,68.0,
13658,Pac-Man World Rally,PSP,2006.0,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,Pac-Man World Rally,PSP,51.0,6.9
13660,Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,Heroes of Might and Magic V,PC,77.0,8.0
13663,Hellboy: The Science of Evil,PSP,2008.0,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,Hellboy: The Science of Evil,PSP,42.0,6.7
13667,GRID,PC,,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,GRID,PC,74.0,5.3
13671,WTF: Work Time Fun,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,WTF: Work Time Fun,PSP,63.0,7.8
13679,Imperial Glory,PC,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,Imperial Glory,PC,69.0,8.4
13688,Lost Planet 3,PC,2013.0,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,Lost Planet 3,PC,61.0,6.1
13694,Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,Rise of Nations,PC,89.0,8.8
13701,Gitaroo Man Lives!,PSP,2006.0,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,Gitaroo Man Lives!,PSP,80.0,8.4
13705,Company of Heroes: Opposing Fronts,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,Company of Heroes: Opposing Fronts,PC,87.0,8.5
13711,Men of War: Vietnam,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,Men of War: Vietnam,PC,68.0,5.4
13715,SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,SWAT: Target Liberty,PSP,50.0,6.2
13716,OutRun 2006: Coast 2 Coast,PSP,2006.0,Racing,Sega,0.03,0.01,0.0,0.01,0.04,OutRun 2006: Coast 2 Coast,PSP,82.0,8.4
13726,Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,Off-Road Drive,PC,60.0,6.0
13729,Unchained Blades,3DS,2011.0,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,Unchained Blades,3DS,65.0,7.7
13734,Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,Grand Theft Auto: Vice City,PC,94.0,8.7
13751,Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,Meteos: Disney Magic,DS,74.0,6.6
13753,Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,Resident Evil: Operation Raccoon City,PC,48.0,4.3
13774,Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Empire Earth III,PC,50.0,3.2
13800,Metal Slug XX,PSP,2009.0,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,Metal Slug XX,PSP,67.0,6.7
13808,Resident Evil: Revelations,PC,2013.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,Resident Evil: Revelations,PC,77.0,7.2
13813,Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,Brothers In Arms DS,DS,72.0,7.8
13824,The Chase: Felix Meets Felicity,DS,2009.0,Action,Atari,0.04,0.0,0.0,0.0,0.04,The Chase: Felix Meets Felicity,DS,59.0,
13827,Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,Castlevania: Lords of Shadow 2,PC,58.0,7.7
13831,Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,Twin Strike: Operation Thunder,Wii,50.0,7.7
13835,The Movies,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,The Movies,PC,84.0,8.2
13852,Blood Bowl,PC,2009.0,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04,Blood Bowl,PC,72.0,6.5
13854,Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.01,0.04,Supreme Commander: Forged Alliance,PC,81.0,8.9
13858,Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04,Sid Meier's Railroads!,PC,77.0,5.7
13871,Caesar IV,PC,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Caesar IV,PC,74.0,7.9
13876,Harry Potter and the Order of the Phoenix,PC,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Harry Potter and the Order of the Phoenix,PC,63.0,5.6
13886,Halo: Combat Evolved,PC,2003.0,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,Halo: Combat Evolved,PC,83.0,7.7
13895,WRC: FIA World Rally Championship,PSP,2005.0,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.01,0.04,WRC: FIA World Rally Championship,PSP,67.0,7.5
13906,Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04,Saints Row 2,PC,72.0,6.9
13907,Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Harry Potter and the Prisoner of Azkaban,PC,67.0,7.5
13912,LEGO Jurassic World,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,LEGO Jurassic World,PC,72.0,7.5
13913,Secret Files 2: Puritas Cordis,PC,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.01,0.04,Secret Files 2: Puritas Cordis,PC,64.0,6.9
13920,Rodea the Sky Soldier,3DS,2015.0,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,Rodea the Sky Soldier,3DS,45.0,5.7
13944,Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,Little Red Riding Hood's Zombie BBQ,DS,68.0,7.7
13948,Railroad Tycoon 3,PC,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04,Railroad Tycoon 3,PC,80.0,7.6
13953,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,67.0,8.2
13966,Bubble Bobble Double Shot,DS,2007.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04,Bubble Bobble Double Shot,DS,50.0,4.4
13970,C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,C.O.R.E.,DS,44.0,6.8
13982,Trine 2,PC,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,Trine 2,PC,84.0,8.3
13992,The Night of the Rabbit,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04,The Night of the Rabbit,PC,75.0,7.6
13998,Fading Shadows,PSP,2008.0,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.04,Fading Shadows,PSP,62.0,6.3
14003,Age of Mythology: The Titans,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.04,Age of Mythology: The Titans,PC,84.0,8.8
14009,Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,Napoleon Dynamite: The Game,PSP,37.0,4.6
14013,World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,World of Goo,PC,90.0,8.4
14020,World in Conflict,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,World in Conflict,PC,89.0,8.1
14023,S.T.A.L.K.E.R.: Clear Sky,PC,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,S.T.A.L.K.E.R.: Clear Sky,PC,75.0,7.5
14041,Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04,Tomb Raider: Anniversary,PC,83.0,8.1
14053,Alpha Protocol,PC,2010.0,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.04,Alpha Protocol,PC,72.0,7.5
14056,DarkStar One,PC,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.04,DarkStar One,PC,71.0,7.1
14058,Clockwork Empires,PC,,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,Clockwork Empires,PC,58.0,3.1
14059,Monster Kingdom: Jewel Summoner,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,Monster Kingdom: Jewel Summoner,PSP,66.0,7.3
14063,Pirates: Duels on the High Seas,DS,2008.0,Action,Oxygen Interactive,0.03,0.0,0.0,0.0,0.04,Pirates: Duels on the High Seas,DS,50.0,
14073,Planescape: Torment,PC,1998.0,Role-Playing,Interplay,0.01,0.02,0.0,0.01,0.04,Planescape: Torment,PC,91.0,9.2
14078,A Game of Thrones: Genesis,PC,2011.0,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,A Game of Thrones: Genesis,PC,53.0,4.1
14079,Hotel Giant 2,PC,2008.0,Strategy,JoWood Productions,0.0,0.03,0.0,0.01,0.04,Hotel Giant 2,PC,58.0,2.6
14084,Hitman: Blood Money,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04,Hitman: Blood Money,PC,82.0,8.8
14086,The Cursed Crusade,PC,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.04,The Cursed Crusade,PC,55.0,5.6
14091,Star Wars Jedi Knight: Jedi Academy,PC,2003.0,Shooter,Activision,0.0,0.03,0.0,0.01,0.04,Star Wars Jedi Knight: Jedi Academy,PC,81.0,8.6
14097,Might & Magic X: Legacy,PC,2014.0,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.04,Might & Magic X: Legacy,PC,71.0,7.3
14112,Supreme Ruler: Cold War,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,Supreme Ruler: Cold War,PC,63.0,6.8
14123,Bounty Hounds,PSP,2006.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,Bounty Hounds,PSP,63.0,5.7
14125,Apache: Air Assault,PC,2010.0,Simulation,Just Flight,0.0,0.03,0.0,0.01,0.03,Apache: Air Assault,PC,64.0,7.3
14134,The Void,PC,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03,The Void,PC,77.0,8.2
14148,Prey,PC,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03,Prey,PC,82.0,8.3
14161,Rise of Nations: Rise of Legends,PC,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,Rise of Nations: Rise of Legends,PC,84.0,8.4
14168,MotoGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,MotoGP,PSP,69.0,6.7
14179,Astonishia Story,PSP,2006.0,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03,Astonishia Story,PSP,48.0,5.8
14194,Electroplankton,DS,2005.0,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03,Electroplankton,DS,71.0,7.0
14207,Red Faction: Guerrilla,PC,2009.0,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,Red Faction: Guerrilla,PC,82.0,7.5
14214,RACE On,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03,RACE On,PC,73.0,7.4
14217,Overlord II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03,Overlord II,PC,79.0,8.1
14222,Call of Juarez: Bound in Blood,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03,Call of Juarez: Bound in Blood,PC,78.0,7.9
14228,Yumi's Odd Odyssey,3DS,2013.0,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,Yumi's Odd Odyssey,3DS,74.0,7.7
14241,Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,Prince of Persia: The Forgotten Sands,PC,75.0,6.8
14246,Trials Fusion,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,Trials Fusion,PC,80.0,7.0
14249,Legend of the Dragon,PSP,2007.0,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03,Legend of the Dragon,PSP,38.0,6.2
14252,The Binding of Isaac,PC,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03,The Binding of Isaac,PC,84.0,8.3
14266,Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,Street Supremacy,PSP,41.0,7.2
14267,Combat Mission: Shock Force,PC,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,Combat Mission: Shock Force,PC,62.0,3.2
14282,Cooking Mama 5: Bon Appetit!,3DS,2013.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,Cooking Mama 5: Bon Appetit!,3DS,60.0,7.6
14287,Ultimate Block Party,PSP,2004.0,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03,Ultimate Block Party,PSP,76.0,
14293,Flipper Critters,DS,2007.0,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,Flipper Critters,DS,60.0,
14302,Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03,Men of War,PC,80.0,8.0
14303,Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,Toy Shop,DS,31.0,5.0
14304,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.03,Metroid Prime: Federation Force,3DS,64.0,5.4
14306,Stacked with Daniel Negreanu,PSP,2006.0,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03,Stacked with Daniel Negreanu,PSP,63.0,6.8
14309,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,0.03,0.0,0.0,0.0,0.03,Sonic Boom: Fire & Ice,3DS,62.0,7.2
14330,Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03,Neverwinter Nights,PC,91.0,8.2
14333,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,The Inner World,PC,72.0,7.8
14335,Underground Pool,DS,2007.0,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03,Underground Pool,DS,40.0,
14344,Konami Classics Series: Arcade Hits,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,Konami Classics Series: Arcade Hits,DS,76.0,
14364,The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,The Legend of Heroes III: Song of the Ocean,PSP,58.0,7.0
14365,Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,Dungeon Maker: Hunting Ground,PSP,70.0,6.6
14369,Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,Lock On: Modern Air Combat,PC,76.0,7.4
14372,Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,Guilty Gear XX Accent Core Plus,Wii,76.0,7.6
14384,Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03,Homeworld 2,PC,83.0,8.4
14386,Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,Hearts of Iron IV,PC,83.0,7.6
14391,Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.03,Rayman 3: Hoodlum Havoc,PC,74.0,8.1
14405,Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,Zero Escape: Virtue's Last Reward,3DS,88.0,8.7
14407,Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,Take On Helicopters,PC,70.0,6.6
14411,Empire Earth II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,Empire Earth II,PC,79.0,7.1
14416,Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03,Harry Potter and the Half-Blood Prince,PC,64.0,5.3
14418,Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,Knights of Honor,PC,77.0,8.8
14421,Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,Away: Shuffle Dungeon,DS,65.0,6.8
14442,Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,Transformers: Devastation,PC,74.0,7.7
14450,Section 8,PC,2009.0,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03,Section 8,PC,72.0,6.9
14454,Hot Pixel,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,Hot Pixel,PSP,55.0,6.5
14461,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,Pet Alien: An Intergalactic Puzzlepalooza,DS,58.0,
14468,Sins of a Solar Empire,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03,Sins of a Solar Empire,PC,87.0,8.3
14472,Lords of the Fallen,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,Lords of the Fallen,PC,73.0,6.7
14480,Shantae and the Pirate's Curse,3DS,2015.0,Platform,Intergrow,0.0,0.0,0.03,0.0,0.03,Shantae and the Pirate's Curse,3DS,82.0,8.6
14484,Power Rangers Super Megaforce,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,Power Rangers Super Megaforce,3DS,43.0,5.6
14500,N+,PSP,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03,N+,PSP,79.0,7.8
14503,GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03,GTR Evolution,PC,83.0,7.8
14507,Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03,Downstream Panic!,PSP,77.0,8.0
14510,SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,SimCity,PC,64.0,2.2
14523,Star Trek: Tactical Assault,PSP,2006.0,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03,Star Trek: Tactical Assault,PSP,64.0,8.6
14529,Braid,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03,Braid,PC,90.0,8.6
