Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,name,platform,meta_score,user_score
11918,Operation Flashpoint: Red River,PC,2011.0,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,Operation Flashpoint: Red River,PC,67.0,4.9
11919,F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,F.E.A.R. 2: Project Origin,PC,79.0,7.7
11923,Dream Trigger 3D,3DS,,Shooter,D3Publisher,0.04,0.02,0.0,0.01,0.07,Dream Trigger 3D,3DS,54.0,6.3
11933,Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,Kane & Lynch 2: Dog Days,PC,66.0,5.8
11936,Homie Rollerz,DS,2008.0,Racing,Destineer,0.07,0.0,0.0,0.01,0.07,Homie Rollerz,DS,23.0,3.0
11940,Tornado,DS,,Action,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,Tornado,DS,44.0,
11946,Fable: The Lost Chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,Fable: The Lost Chapters,PC,83.0,8.6
11954,Showtime Championship Boxing,Wii,2007.0,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07,Showtime Championship Boxing,Wii,35.0,4.4
11957,Football Manager 2010,PC,2009.0,Sports,Sega,0.0,0.06,0.0,0.01,0.07,Football Manager 2010,PC,87.0,8.8
11971,Theme Park,DS,2007.0,Simulation,Electronic Arts,0.0,0.03,0.03,0.0,0.07,Theme Park,DS,72.0,7.6
11974,Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,Microsoft Flight Simulator 2004: A Century of Flight,PC,88.0,7.8
11979,Emergency 2012,PC,2010.0,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07,Emergency 2012,PC,61.0,5.6
11993,Hearts of Iron III,PC,2009.0,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07,Hearts of Iron III,PC,77.0,7.1
11996,Crime Lab: Body of Evidence,DS,2010.0,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.07,Crime Lab: Body of Evidence,DS,53.0,
12003,NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,NHL 2K9,Wii,65.0,5.4
12007,Battleborn,PC,2016.0,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07,Battleborn,PC,69.0,7.0
12013,Ghost in the Shell: Stand Alone Complex,PSP,2005.0,Adventure,Atari,0.06,0.0,0.0,0.01,0.07,Ghost in the Shell: Stand Alone Complex,PSP,61.0,8.0
12028,Operation: Vietnam,DS,2007.0,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Operation: Vietnam,DS,65.0,6.3
12040,Target: Terror,Wii,2008.0,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,Target: Terror,Wii,33.0,3.0
12055,Tournament of Legends,Wii,2010.0,Fighting,Sega,0.04,0.02,0.0,0.01,0.07,Tournament of Legends,Wii,45.0,7.2
12068,Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,Command & Conquer 3: Tiberium Wars,PC,85.0,8.1
12085,Dynasty Warriors DS: Fighter's Battle,DS,2007.0,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,Dynasty Warriors DS: Fighter's Battle,DS,56.0,6.8
12096,Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,Resident Evil 5,PC,86.0,7.1
12097,Secret Files: Tunguska,Wii,2008.0,Adventure,Koch Media,0.05,0.02,0.0,0.01,0.07,Secret Files: Tunguska,Wii,65.0,7.7
12102,GRID 2,PC,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.07,GRID 2,PC,80.0,5.8
12110,Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07,Alan Wake,PC,83.0,8.0
12115,Dragoneer's Aria,PSP,2007.0,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07,Dragoneer's Aria,PSP,56.0,6.4
12120,N+,DS,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07,N+,DS,82.0,7.5
12128,Lost in Blue 2,DS,2007.0,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07,Lost in Blue 2,DS,58.0,
12131,Alex Rider: Stormbreaker,DS,,Action,THQ,0.06,0.0,0.0,0.0,0.07,Alex Rider: Stormbreaker,DS,48.0,6.0
12132,Deep Labyrinth,DS,2006.0,Action,505 Games,0.06,0.0,0.0,0.0,0.07,Deep Labyrinth,DS,57.0,6.3
12136,Hammerin' Hero,PSP,2008.0,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,Hammerin' Hero,PSP,73.0,7.3
12157,Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,Cities XL 2012,PC,61.0,5.6
12161,Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07,Prince of Persia: The Fallen King,DS,64.0,6.1
12178,R-Type Command,PSP,2007.0,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07,R-Type Command,PSP,69.0,7.5
12179,Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,Age of Empires III: The Asian Dynasties,PC,81.0,8.4
12203,Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Monster Tale,DS,79.0,8.0
12204,Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,Tokobot,PSP,72.0,7.1
12223,Insecticide,DS,2008.0,Action,Gamecock,0.06,0.0,0.0,0.0,0.07,Insecticide,DS,55.0,7.0
12229,Pro Evolution Soccer 2015,PC,2014.0,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,Pro Evolution Soccer 2015,PC,82.0,5.6
12238,"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,THQ,0.05,0.01,0.0,0.01,0.07,"Warhammer 40,000: Squad Command",DS,57.0,8.3
12253,Jam Sessions 2,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.06,Jam Sessions 2,DS,66.0,
12254,Orcs & Elves,DS,2007.0,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06,Orcs & Elves,DS,68.0,7.7
12262,Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,Gradius Collection,PSP,76.0,8.2
12266,The LEGO Movie Videogame,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,The LEGO Movie Videogame,PC,68.0,6.9
12267,Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,Escape from Bug Island,Wii,37.0,5.3
12270,Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,Elite Forces: Unit 77,DS,61.0,
12277,My Pet Shop,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,My Pet Shop,DS,60.0,
12279,Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,Miami Vice: The Game,PSP,63.0,6.9
12287,Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,Frogger: Helmet Chaos,DS,69.0,6.8
12301,Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,Legend of the Dragon,Wii,37.0,4.8
12320,Octomania,Wii,2007.0,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,Octomania,Wii,66.0,
12327,Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,Crimson Gem Saga,PSP,78.0,7.5
12330,Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06,Steambot Chronicles: Battle Tournament,PSP,54.0,6.5
12340,Bionicle Heroes,DS,2006.0,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,Bionicle Heroes,DS,72.0,6.6
12362,Age of Empires Online,PC,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,Age of Empires Online,PC,70.0,5.7
12363,Alien Syndrome,Wii,2007.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,Alien Syndrome,Wii,48.0,7.3
12375,Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,Mario vs. Donkey Kong: Tipping Stars,3DS,70.0,7.4
12376,Unchained Blades,PSP,2011.0,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,Unchained Blades,PSP,61.0,6.8
12379,Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,Star Trek: Tactical Assault,DS,63.0,7.2
12385,Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06,Blur,PC,81.0,7.4
12398,Unreal Tournament III,PC,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,Unreal Tournament III,PC,83.0,8.0
12410,Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,Call of Duty 2,PC,86.0,8.5
12430,Arkanoid DS,DS,2007.0,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,Arkanoid DS,DS,61.0,7.7
12434,Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06,Zero Escape: Zero Time Dilemma,3DS,81.0,8.2
12454,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009.0,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,S.T.A.L.K.E.R.: Call of Pripyat,PC,80.0,8.6
12457,Big Bang Mini,DS,2009.0,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Big Bang Mini,DS,78.0,8.2
12462,Coded Arms: Contagion,PSP,2007.0,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06,Coded Arms: Contagion,PSP,56.0,6.8
12467,The Witcher,PC,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,The Witcher,PC,81.0,8.7
12479,Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,Sacred 2: Fallen Angel,PC,71.0,6.8
12481,Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06,Dead Rising 2: Off the Record,PC,66.0,5.8
12498,Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06,Remember Me,PC,65.0,7.4
12526,Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.01,0.0,0.01,0.06,Gun Showdown,PSP,73.0,7.5
12536,Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,Ivy the Kiwi?,Wii,74.0,7.2
12542,Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Need for Speed: Shift,PC,83.0,5.9
12549,Create,PC,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,Create,PC,54.0,5.7
12552,Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,Zoo Tycoon 2,PC,72.0,7.9
12555,Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,0.06,0.0,0.0,0.0,0.06,Rooms: The Main Building,Wii,60.0,
12560,Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.06,Carol Vorderman's Sudoku,PSP,72.0,
12574,LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,LEGO Batman: The Videogame,PC,80.0,7.0
12582,Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,Izuna 2: The Unemployed Ninja Returns,DS,65.0,8.2
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,58.0,7.6
12585,Mercury Meltdown,PSP,2006.0,Action,Atari,0.05,0.01,0.0,0.01,0.06,Mercury Meltdown,PSP,78.0,7.8
12592,Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.06,Back to the Future: The Game,Wii,66.0,4.1
12603,Zendoku,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,Zendoku,DS,68.0,
12611,PoPoLoCrois,PSP,2005.0,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,PoPoLoCrois,PSP,66.0,7.6
12614,Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,Lord of Magna: Maiden Heaven,3DS,68.0,7.6
12615,Dig Dug: Digging Strike,DS,2005.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06,Dig Dug: Digging Strike,DS,65.0,7.1
12617,Brave: A Warrior's Tale,Wii,2009.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Brave: A Warrior's Tale,Wii,48.0,4.6
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,82.0,8.4
12628,Captain America: Super Soldier,Wii,,Action,Sega,0.05,0.0,0.0,0.0,0.06,Captain America: Super Soldier,Wii,57.0,7.2
12649,Tiger Woods PGA Tour 08,DS,2007.0,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,Tiger Woods PGA Tour 08,DS,81.0,7.6
12655,Honeycomb Beat,DS,2006.0,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,Honeycomb Beat,DS,61.0,
12657,The Saboteur,PC,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,The Saboteur,PC,76.0,7.8
12662,Nanostray,DS,2005.0,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,Nanostray,DS,71.0,7.7
12668,Flip's Twisted World,Wii,,Platform,Unknown,0.05,0.0,0.0,0.0,0.06,Flip's Twisted World,Wii,47.0,
12671,Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,Generation of Chaos,PSP,60.0,7.1
12677,MLB Power Pros 2008,DS,2008.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.06,MLB Power Pros 2008,DS,70.0,
12678,Real Soccer 2009,DS,2008.0,Sports,Ubisoft,0.05,0.0,0.0,0.0,0.06,Real Soccer 2009,DS,70.0,
12686,Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,Harry Potter and the Sorcerer's Stone,PC,65.0,7.7
12688,Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Scurge: Hive,DS,70.0,7.9
12690,Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.0,0.05,0.0,0.01,0.06,Murdered: Soul Suspect,PC,59.0,7.3
12705,Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Mirror's Edge,PC,81.0,8.0
12706,Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,Blade Dancer: Lineage of Light,PSP,60.0,6.5
12717,Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.06,Rhapsody: A Musical Adventure,DS,67.0,7.9
12718,Titan Quest,PC,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,Titan Quest,PC,77.0,8.0
12736,Dungeon Explorer: Warriors of Ancient Arts,DS,2007.0,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06,Dungeon Explorer: Warriors of Ancient Arts,DS,60.0,
12752,Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,Gothic 3,PC,63.0,7.5
12764,F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06,F1 2010,PC,84.0,7.2
12767,The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06,The Lost Chronicles of Zerzura,PC,76.0,7.0
12793,Coraline,Wii,2009.0,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06,Coraline,Wii,42.0,6.1
12809,GRID,DS,,Racing,Codemasters,0.04,0.01,0.0,0.0,0.06,GRID,DS,79.0,8.1
12820,Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,Death Jr. II: Root of Evil,PSP,68.0,7.9
12831,Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,Medal of Honor: Airborne,PC,78.0,7.2
12838,IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,IL-2 Sturmovik: Cliffs of Dover,PC,60.0,7.0
12840,Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05,Unsolved Crimes,DS,66.0,8.3
12842,Virtua Tennis 3,PSP,2007.0,Sports,Sega,0.02,0.03,0.0,0.01,0.05,Virtua Tennis 3,PSP,79.0,7.8
12844,Xiaolin Showdown,DS,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,Xiaolin Showdown,DS,58.0,
12860,Mister Slime,DS,2008.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,Mister Slime,DS,59.0,
12873,Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,Front Mission Evolved,PC,63.0,5.1
12897,Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,Major Minor's Majestic March,Wii,46.0,
12901,Dark Souls III,PC,2016.0,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05,Dark Souls III,PC,89.0,8.6
12903,Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,Tom Clancy's HAWX 2,PC,66.0,3.9
12922,Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,Venetica,PC,61.0,6.8
12923,Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,Black Sigil: Blade of the Exiled,DS,58.0,7.5
12940,FIFA 17,PC,2016.0,Sports,Electronic Arts,0.0,0.05,0.0,0.0,0.05,FIFA 17,PC,84.0,4.3
12948,Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05,Hunted: The Demon's Forge,PC,61.0,6.6
12954,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05,The Bureau: XCOM Declassified,PC,66.0,6.5
12956,Culdcept Revolt,3DS,2016.0,Strategy,Nintendo,0.0,0.0,0.05,0.0,0.05,Culdcept Revolt,3DS,74.0,7.6
12963,Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05,Air Conflicts: Aces of World War II,PSP,36.0,4.3
12964,Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,Cities in Motion,PC,70.0,7.6
12965,Aliens in the Attic,DS,2009.0,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,Aliens in the Attic,DS,58.0,6.7
12968,Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,Code Lyoko,DS,63.0,7.1
12971,Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,Metal Slug Anthology,PSP,78.0,7.9
12972,Tenchu: Dark Secret,DS,2006.0,Action,From Software,0.03,0.0,0.01,0.0,0.05,Tenchu: Dark Secret,DS,37.0,5.6
12978,PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,PQ2: Practical Intelligence Quotient,PSP,74.0,7.8
12990,Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,Ivy the Kiwi?,DS,69.0,7.0
12995,Hysteria Hospital: Emergency Ward,Wii,2009.0,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05,Hysteria Hospital: Emergency Ward,Wii,53.0,6.0
12996,Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,Dokapon Journey,DS,60.0,7.2
13001,Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.05,0.0,0.01,0.05,Pony Friends,DS,67.0,6.6
13007,Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,Air Traffic Chaos,DS,66.0,8.3
13009,Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,Prism: Light the Way,DS,73.0,
13021,Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,Nanostray 2,DS,75.0,7.8
13025,Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,Mortal Kombat X,PC,76.0,5.8
13034,Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,Plants vs. Zombies,PC,87.0,8.8
13035,Top Spin 2,DS,2006.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,Top Spin 2,DS,51.0,
13037,Ontamarama,DS,2007.0,Action,Atlus,0.05,0.0,0.0,0.0,0.05,Ontamarama,DS,71.0,
13040,Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,Star Wars: Republic Commando,PC,78.0,8.6
13045,Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,Bejeweled Twist,PC,78.0,7.6
13046,Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05,Street Fighter V,PC,74.0,3.2
13052,Sherlock Holmes: Crimes & Punishments,PC,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,Sherlock Holmes: Crimes & Punishments,PC,77.0,7.7
13053,Jenga World Tour,Wii,2007.0,Misc,Atari,0.05,0.0,0.0,0.0,0.05,Jenga World Tour,Wii,26.0,2.8
13059,Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,Men of War: Assault Squad,PC,77.0,7.9
13102,Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05,Mirror's Edge Catalyst,PC,74.0,5.4
13129,DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,DiRT 2,PC,89.0,8.2
13134,Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,Guilty Gear Dust Strikers,DS,60.0,5.6
13136,Singularity,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,Singularity,PC,76.0,7.7
13141,"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,"Warhammer 40,000: Dawn of War",PC,86.0,8.7
13155,Assassin's Creed: Altair's Chronicles,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,Assassin's Creed: Altair's Chronicles,DS,58.0,6.2
13162,Cartoon Network Racing,DS,2006.0,Action,Game Factory,0.04,0.0,0.0,0.0,0.05,Cartoon Network Racing,DS,55.0,
13169,Empire Earth,PC,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,Empire Earth,PC,81.0,8.4
13179,Yu-Gi-Oh! World Championship 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05,Yu-Gi-Oh! World Championship 2007,DS,76.0,7.6
13181,Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,Freelancer,PC,85.0,8.8
13183,Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05,Operation Flashpoint: Dragon Rising,PC,76.0,4.9
13185,Furu Furu Park,Wii,2007.0,Misc,Taito,0.05,0.0,0.0,0.0,0.05,Furu Furu Park,Wii,43.0,4.8
13191,LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05,LEGO Indiana Jones 2: The Adventure Continues,PC,66.0,7.3
13193,MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,0.05,MTX Mototrax,PSP,67.0,
13196,The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,Midway Games,0.04,0.0,0.0,0.0,0.05,The Grim Adventures of Billy & Mandy,Wii,61.0,6.1
13208,Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,Spitfire Heroes: Tales of the Royal Air Force,DS,49.0,
13226,Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05,Neverland Card Battles,PSP,57.0,8.2
13230,Worms Reloaded,PC,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,Worms Reloaded,PC,79.0,6.9
13252,Far Cry,PC,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,Far Cry,PC,89.0,8.0
13254,Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,Dynasty Warriors Vol. 2,PSP,57.0,6.4
13258,Boing! Docomodake DS,DS,2007.0,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.0,0.05,Boing! Docomodake DS,DS,72.0,
13276,FIFA Soccer 10,PC,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,FIFA Soccer 10,PC,72.0,4.7
13283,Smash Court Tennis 3,PSP,2007.0,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05,Smash Court Tennis 3,PSP,68.0,5.5
13289,The Sims,PC,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,The Sims,PC,92.0,8.0
13295,Moon,DS,2009.0,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,Moon,DS,71.0,7.5
13299,Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,Payday 2,PC,79.0,3.9
